Country Name,Country Code,Series Name,Series Code,2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Indonesia,IDN,Has a national identity card (% age 15+),fin48_a,..,..,..,..,..,..,90.37249,..,..
Indonesia,IDN,Has a national identity card (% age 60+),fin48_a_7,..,..,..,..,..,..,97.38464,..,..
Indonesia,IDN,Has a national identity card (% ages 15-34),fin48_a_5,..,..,..,..,..,..,81.48376,..,..
Indonesia,IDN,Has a national identity card (% ages 35-59),fin48_a_6,..,..,..,..,..,..,98.75031,..,..
Indonesia,IDN,"Has a national identity card, female (% age 15+)",fin48_a_1,..,..,..,..,..,..,91.76254,..,..
Indonesia,IDN,"Has a national identity card, income, poorest 40% (% age 15+)",fin48_a_3,..,..,..,..,..,..,85.94849,..,..
Indonesia,IDN,"Has a national identity card, income, richest 60% (% age 15+)",fin48_a_4,..,..,..,..,..,..,93.31768,..,..
Indonesia,IDN,"Has a national identity card, male (% age 15+)",fin48_a_2,..,..,..,..,..,..,88.91885,..,..
Indonesia,IDN,"Insurance policy holders per 1,000 adults (life)",s_policyholders_B2_life,..,..,..,..,..,..,..,..,..
Indonesia,IDN,"Insurance policy holders per 1,000 adults (non-life)",s_policyholders_B2_nonlife,..,..,..,..,..,..,..,..,..
Indonesia,IDN,Interoperability of ATM networks and interoperability of POS terminals (0-1),GPSS,..,..,..,..,..,..,..,..,..
Indonesia,IDN,Made or received digital payments in the past year (% age 15+),g20_t,..,..,..,22.36196,..,..,34.60826,..,..
Indonesia,IDN,Made or received digital payments in the past year (% age 60+),g20_t_7,..,..,..,7.088732,..,..,23.50744,..,..
Indonesia,IDN,Made or received digital payments in the past year (% ages 15-34),g20_t_5,..,..,..,29.74071,..,..,37.38055,..,..
Indonesia,IDN,Made or received digital payments in the past year (% ages 35-59),g20_t_6,..,..,..,18.08014,..,..,34.01112,..,..
Indonesia,IDN,"Made or received digital payments in the past year, female (% age 15+)",g20_t_1,..,..,..,23.12627,..,..,35.48936,..,..
Indonesia,IDN,"Made or received digital payments in the past year, income, poorest 40% (% age 15+)",g20_t_3,..,..,..,10.2402,..,..,21.45883,..,..
Indonesia,IDN,"Made or received digital payments in the past year, income, richest 60% (% age 15+)",g20_t_4,..,..,..,30.37824,..,..,43.36221,..,..
Indonesia,IDN,"Made or received digital payments in the past year, male (% age 15+)",g20_t_2,..,..,..,21.57806,..,..,33.68685,..,..
Indonesia,IDN,Made payment using a mobile phone or the internet (% age 15+),gf4_n,..,..,..,..,..,..,7.754987,..,..
Indonesia,IDN,Made payment using a mobile phone or the internet (% age 60+),gf4_n_7,..,..,..,..,..,..,0.457412,..,..
Indonesia,IDN,Made payment using a mobile phone or the internet (% ages 15-34),gf4_n_5,..,..,..,..,..,..,11.02015,..,..
Indonesia,IDN,Made payment using a mobile phone or the internet (% ages 35-59),gf4_n_6,..,..,..,..,..,..,5.745294,..,..
Indonesia,IDN,"Made payment using a mobile phone or the internet, female (% age 15+)",gf4_n_1,..,..,..,..,..,..,8.382311,..,..
Indonesia,IDN,"Made payment using a mobile phone or the internet, income, poorest 40% (% age 15+)",gf4_n_3,..,..,..,..,..,..,3.802413,..,..
Indonesia,IDN,"Made payment using a mobile phone or the internet, income, richest 60% (% age 15+)",gf4_n_4,..,..,..,..,..,..,10.38633,..,..
Indonesia,IDN,"Made payment using a mobile phone or the internet, male (% age 15+)",gf4_n_2,..,..,..,..,..,..,7.098962,..,..
Indonesia,IDN,Main source of emergency funds: savings (% age 15+),fin25a_t_a_s,..,..,..,40.53784,..,..,19.04138,..,..
Indonesia,IDN,Main source of emergency funds: savings (% age 60+),fin25a_t_a_s_7,..,..,..,41.24953,..,..,25.82021,..,..
Indonesia,IDN,Main source of emergency funds: savings (% ages 35-59),fin25a_t_a_s_6,..,..,..,45.18065,..,..,16.78346,..,..
Indonesia,IDN,"Main source of emergency funds: savings, (% ages 15-34)",fin25a_t_a_s_5,..,..,..,36.85464,..,..,20.36576,..,..
Indonesia,IDN,"Main source of emergency funds: savings, female  (% age 15+)",fin25a_t_a_s_1,..,..,..,38.59895,..,..,20.78334,..,..
Indonesia,IDN,"Main source of emergency funds: savings, income, poorest 40% (% age 15+)",fin25a_t_a_s_3,..,..,..,31.01879,..,..,9.545742,..,..
Indonesia,IDN,"Main source of emergency funds: savings, income, richest 60% (% age 15+)",fin25a_t_a_s_4,..,..,..,43.08717,..,..,22.11618,..,..
Indonesia,IDN,"Main source of emergency funds: savings, male (% age 15+)",fin25a_t_a_s_2,..,..,..,42.25028,..,..,17.49385,..,..
Indonesia,IDN,"Mobile agent outlets per 100,000 adults",i_mob_agent_pop_registered,..,..,..,..,..,..,..,..,..
Indonesia,IDN,"Mobile money transactions per 100,000 adults",i_mob_transactions_number_pop,23436.61,56548.4,76346.35,110903.2,287572.6,361617.8,491894.1,..,..
Indonesia,IDN,"Outstanding loans per 1,000 adults",s_loans_A1,12557.86,15217.58,18230.42,20037,21788.4,23170.76,24706.15,..,..
Indonesia,IDN,"POS terminals per 100,000 adults",GPSS_4,..,200.9144,351.4066,459.5204,539.7256,..,..,..,..
Indonesia,IDN,Received wages or government transfers into an account (% age 15+),gf10_n,..,..,..,8.995906,..,..,14.1541,..,..
Indonesia,IDN,Received wages or government transfers into an account (% age 60+),gf10_n_7,..,..,..,1.011858,..,..,11.30292,..,..
Indonesia,IDN,Received wages or government transfers into an account (% ages 35-59),gf10_n_6,..,..,..,6.610994,..,..,13.94655,..,..
Indonesia,IDN,"Received wages or government transfers into an account, (% ages 15-34)",gf10_n_5,..,..,..,12.98816,..,..,14.91446,..,..
Indonesia,IDN,"Received wages or government transfers into an account, female (% age 15+)",gf10_n_1,..,..,..,7.236376,..,..,12.31109,..,..
Indonesia,IDN,"Received wages or government transfers into an account, income, poorest 40% (% age 15+)",gf10_n_3,..,..,..,4.614431,..,..,8.911756,..,..
Indonesia,IDN,"Received wages or government transfers into an account, income, richest 60% (% age 15+)",gf10_n_4,..,..,..,11.89343,..,..,17.64407,..,..
Indonesia,IDN,"Received wages or government transfers into an account, male (% age 15+)",gf10_n_2,..,..,..,10.80054,..,..,16.08143,..,..
Indonesia,IDN,"Retail cashless transactions per 1,000 adults",GPSS_2,..,..,..,..,..,..,..,..,..
Indonesia,IDN,Saved at a financial institution (% age 15+),fin17a_t_a,15.28832,..,..,26.56305,..,..,21.53439,..,..
Indonesia,IDN,Saved at a financial institution (% age 60+),fin17a_t_a_7,5.364038,..,..,13.55319,..,..,11.84916,..,..
Indonesia,IDN,Saved at a financial institution (% ages 15-34),fin17a_t_a_5,16.53673,..,..,30.84866,..,..,24.57464,..,..
Indonesia,IDN,Saved at a financial institution (% ages 35-59),fin17a_t_a_6,15.94913,..,..,25.08673,..,..,20.31676,..,..
Indonesia,IDN,"Saved at a financial institution, female  (% age 15+)",fin17a_t_a_1,15.86503,..,..,26.76254,..,..,22.30026,..,..
Indonesia,IDN,"Saved at a financial institution, income, poorest 40% (% age 15+)",fin17a_t_a_3,7.40352,..,..,14.62941,..,..,13.13343,..,..
Indonesia,IDN,"Saved at a financial institution, income, richest 60% (% age 15+)",fin17a_t_a_4,20.52075,..,..,34.45492,..,..,27.12715,..,..
Indonesia,IDN,"Saved at a financial institution, male (% age 15+)",fin17a_t_a_2,14.69499,..,..,26.35845,..,..,20.73349,..,..
Indonesia,IDN,Saved for old age (% age 15+),fin16_t_a,..,..,..,27.09517,..,..,27.40976,..,..
Indonesia,IDN,Saved for old age (% age 60+),fin16_t_a_7,..,..,..,27.22669,..,..,15.56695,..,..
Indonesia,IDN,Saved for old age (% ages 15-34),fin16_t_a_5,..,..,..,23.73144,..,..,32.64916,..,..
Indonesia,IDN,Saved for old age (% ages 35-59),fin16_t_a_6,..,..,..,30.71494,..,..,24.21497,..,..
Indonesia,IDN,"Saved for old age, female (% age 15+)",fin16_t_a_1,..,..,..,26.99524,..,..,27.06232,..,..
Indonesia,IDN,"Saved for old age, income, poorest 40% (% age 15+)",fin16_t_a_3,..,..,..,16.59309,..,..,18.83697,..,..
Indonesia,IDN,"Saved for old age, income, richest 60% (% age 15+)",fin16_t_a_4,..,..,..,34.04034,..,..,33.11691,..,..
Indonesia,IDN,"Saved for old age, male (% age 15+)",fin16_t_a_2,..,..,..,27.19766,..,..,27.77309,..,..
Indonesia,IDN,SME deposit accounts (as a % of non-financial corporation borrowers),i_deposit_acc_A1_sme_perNFC,..,..,..,..,..,..,..,..,..
Indonesia,IDN,SME loan accounts (as a % of non-financial corporation borrowers),i_loan_acc_A1_sme_perNFC,..,..,..,..,..,..,..,..,..
Indonesia,IDN,SMEs with a proportion of loans requiring collateral,fin11q2,..,..,..,..,79.85566,..,..,..,..
Indonesia,IDN,SMEs with an account at a formal financial institution,fin15q2,..,..,..,..,58.61212,..,..,..,..
Indonesia,IDN,SMEs with an outstanding loan or line of credit,fin14q2,..,..,..,..,26.44256,..,..,..,..
Indonesia,IDN,SMEs with at least one female owner with a proportion of loans requiring collateral,fin11q1,..,..,..,..,71.59604,..,..,..,..
Indonesia,IDN,SMEs with at least one female owner with an account at a formal financial institution,fin15q1,..,..,..,..,59.34408,..,..,..,..
Indonesia,IDN,SMEs with at least one female owner with an outstanding loan or line of credit,fin14q1,..,..,..,..,22.3645,..,..,..,..
Indonesia,IDN,Used a debit or credit card to make a purchase in the past year (% age 15+),fin4_t_d,..,..,..,8.855131,..,..,12.28355,..,..
Indonesia,IDN,Used a mobile phone or the internet to check account balance in the past year (% age 15+),fin6_a,..,..,..,..,..,..,6.625266,..,..
Indonesia,IDN,Used a mobile phone or the internet to check account balance in the past year (% age 60+),fin6_a_7,..,..,..,..,..,..,0,..,..
Indonesia,IDN,Used a mobile phone or the internet to check account balance in the past year (% ages 15-34),fin6_a_5,..,..,..,..,..,..,9.034426,..,..
Indonesia,IDN,Used a mobile phone or the internet to check account balance in the past year (% ages 35-59),fin6_a_6,..,..,..,..,..,..,5.423047,..,..
Indonesia,IDN,"Used a mobile phone or the internet to check account balance in the past year, female  (% age 15+)",fin6_a_1,..,..,..,..,..,..,6.156947,..,..
Indonesia,IDN,"Used a mobile phone or the internet to check account balance in the past year, income, poorest 40% (% age 15+)",fin6_a_3,..,..,..,..,..,..,3.914252,..,..
Indonesia,IDN,"Used a mobile phone or the internet to check account balance in the past year, income, richest 60% (% age 15+)",fin6_a_4,..,..,..,..,..,..,8.430065,..,..
Indonesia,IDN,"Used a mobile phone or the internet to check account balance in the past year, male (% age 15+)"",fin6_a_2,..,..,..,..,..,..,7.115013,..,..
Italy,ITA,Access to a mobile phone (% age 15+),gwp1_n,..,..,..,..,..,..,97.11421,..,..
Italy,ITA,Access to a mobile phone (% age 60+),gwp1_n_7,..,..,..,..,..,..,92.61107,..,..
Italy,ITA,Access to a mobile phone (% ages 15-34),gwp1_n_5,..,..,..,..,..,..,98.79869,..,..
Italy,ITA,Access to a mobile phone (% ages 35-59),gwp1_n_6,..,..,..,..,..,..,99.29269,..,..
Italy,ITA,"Access to a mobile phone, female (% age 15+)",gwp1_n_1,..,..,..,..,..,..,96.75208,..,..
Italy,ITA,"Access to a mobile phone, income, poorest 40% (% age 15+)",gwp1_n_3,..,..,..,..,..,..,97.61301,..,..
Italy,ITA,"Access to a mobile phone, income, richest 60% (% age 15+)",gwp1_n_4,..,..,..,..,..,..,96.79882,..,..
Italy,ITA,"Access to a mobile phone, male (% age 15+)",gwp1_n_2,..,..,..,..,..,..,97.50814,..,..
Italy,ITA,Access to internet (% age 15+),gwp2_n,..,..,..,..,..,..,85.8988,..,..
Italy,ITA,Access to internet (% age 60+),gwp2_n_7,..,..,..,..,..,..,60.12181,..,..
Italy,ITA,Access to internet (% ages 15-34),gwp2_n_5,..,..,..,..,..,..,98.55623,..,..
Italy,ITA,Access to internet (% ages 35-59),gwp2_n_6,..,..,..,..,..,..,96.72768,..,..
Italy,ITA,"Access to internet, female (% age 15+)",gwp2_n_1,..,..,..,..,..,..,83.7149,..,..
Italy,ITA,"Access to internet, income, poorest 40% (% age 15+)",gwp2_n_3,..,..,..,..,..,..,90.31367,..,..
Italy,ITA,"Access to internet, income, richest 60% (% age 15+)",gwp2_n_4,..,..,..,..,..,..,83.10744,..,..
Italy,ITA,"Access to internet, male (% age 15+)",gwp2_n_2,..,..,..,..,..,..,88.27462,..,..
Italy,ITA,Account (% age 15+),account_t_d,71.00853,..,..,87.33458,..,..,93.78502,..,..
Italy,ITA,Account (% age 60+),account_t_d_7,80.77659,..,..,87.63881,..,..,98.50307,..,..
Italy,ITA,Account (% ages 15-34),account_t_d_5,54.42928,..,..,75.24,..,..,83.52445,..,..
Italy,ITA,Account (% ages 35-59),account_t_d_6,78.17524,..,..,94.30121,..,..,96.49258,..,..
Italy,ITA,"Account, female (% age 15+)",account_t_d_1,64.34535,..,..,83.15963,..,..,91.62443,..,..
Italy,ITA,"Account, income, poorest 40% (% age 15+)",account_t_d_3,62.35211,..,..,82.62798,..,..,90.63109,..,..
Italy,ITA,"Account, income, richest 60% (% age 15+)",account_t_d_4,76.73464,..,..,90.64137,..,..,95.77914,..,..
Italy,ITA,"Account, male (% age 15+)",account_t_d_2,79.1312,..,..,91.86937,..,..,96.13546,..,..
Italy,ITA,Active account (% age 15+),gf7_n,..,..,..,77.07238,..,..,90.79316,..,..
Italy,ITA,Active account (% age 60+),gf7_n_7,..,..,..,76.64555,..,..,93.57359,..,..
Italy,ITA,Active account (% ages 15-34),gf7_n_5,..,..,..,61.38499,..,..,78.38231,..,..
Italy,ITA,Active account (% ages 35-59),gf7_n_6,..,..,..,86.87633,..,..,96.12859,..,..
Italy,ITA,"Active account, female (% age 15+)",gf7_n_1,..,..,..,68.3854,..,..,88.70106,..,..
Italy,ITA,"Active account, income, poorest 40% (% age 15+)",gf7_n_3,..,..,..,68.80518,..,..,86.07057,..,..
Italy,ITA,"Active account, income, richest 60% (% age 15+)",gf7_n_4,..,..,..,82.8808,..,..,93.77909,..,..
Italy,ITA,"Active account, male (% age 15+)",gf7_n_2,..,..,..,86.50812,..,..,93.06909,..,..
Italy,ITA,"Agents of payment service providers per 100,000 adults",GPSS_3,..,..,10429.12,36670.72,40851.16,..,..,..,..
Italy,ITA,"ATMs per 100,000 adults",i_ATMs_pop,101.5281,99.24602,92.37887,92.40761,96.26434,94.09629,92.40092,..,..
Italy,ITA,Borrowed from a financial institution or used a credit card (% age 15+),fin22a_t_d,..,..,..,39.31955,..,..,45.66824,..,..
Italy,ITA,Borrowed from a financial institution or used a credit card (% age 60+),fin22a_t_d_7,..,..,..,30.51094,..,..,37.66092,..,..
Italy,ITA,Borrowed from a financial institution or used a credit card (% ages 15-34),fin22a_t_d_5,..,..,..,28.53544,..,..,39.6024,..,..
Italy,ITA,Borrowed from a financial institution or used a credit card (% ages 35-59),fin22a_t_d_6,..,..,..,52.18516,..,..,54.81265,..,..
Italy,ITA,"Borrowed from a financial institution or used a credit card, female (% age 15+)",fin22a_t_d_1,..,..,..,29.88589,..,..,35.79548,..,..
Italy,ITA,"Borrowed from a financial institution or used a credit card, income, poorest 40% (% age 15+)",fin22a_t_d_3,..,..,..,27.13844,..,..,36.25467,..,..
Italy,ITA,"Borrowed from a financial institution or used a credit card, income, richest 60% (% age 15+)",fin22a_t_d_4,..,..,..,47.87783,..,..,51.62012,..,..
Italy,ITA,"Borrowed from a financial institution or used a credit card, male (% age 15+)",fin22a_t_d_2,..,..,..,49.56633,..,..,56.40853,..,..
Italy,ITA,"Branches per 100,000 adults",i_branches_A1_pop,57.95705,56.42957,53.2591,50.78583,49.82606,47.6295,44.62407,..,..
Italy,ITA,"Debit cards per 1,000 adults",GPSS_5,735.2662,774.9666,852.3235,897.6296,960.3481,..,..,..,..
Italy,ITA,"Deposit accounts per 1,000 adults",i_deposit_acc_A1_pop,621.4962,635.7449,638.8719,645.7587,663.2784,678.3295,692.3582,..,..
Italy,ITA,Disclosure index (0-5),GPFI2,..,..,5,..,..,..,5,..,..
Italy,ITA,Dispute resolution index (0-1),GPFI3,..,..,1,..,..,..,1,..,..
Italy,ITA,"E-money accounts per 1,000 adults",GPSS_1,..,..,..,..,..,..,..,..,..
Italy,ITA,Financial knowledge score (0-3),GPFI1_TOTL,..,..,..,..,..,..,..,..,..
Italy,ITA,Getting credit: Distance to frontier (0-100),GPFI4,..,..,..,..,45,45,45,45,45
Italy,ITA,Has a national identity card (% age 15+),fin48_a,..,..,..,..,..,..,..,..,..
Italy,ITA,Has a national identity card (% age 60+),fin48_a_7,..,..,..,..,..,..,..,..,..
Italy,ITA,Has a national identity card (% ages 15-34),fin48_a_5,..,..,..,..,..,..,..,..,..
Italy,ITA,Has a national identity card (% ages 35-59),fin48_a_6,..,..,..,..,..,..,..,..,..
Italy,ITA,"Has a national identity card, female (% age 15+)",fin48_a_1,..,..,..,..,..,..,..,..,..
Italy,ITA,"Has a national identity card, income, poorest 40% (% age 15+)",fin48_a_3,..,..,..,..,..,..,..,..,..
Italy,ITA,"Has a national identity card, income, richest 60% (% age 15+)",fin48_a_4,..,..,..,..,..,..,..,..,..
Italy,ITA,"Has a national identity card, male (% age 15+)",fin48_a_2,..,..,..,..,..,..,..,..,..
Italy,ITA,"Insurance policy holders per 1,000 adults (life)",s_policyholders_B2_life,..,..,..,..,..,..,..,..,..
Italy,ITA,"Insurance policy holders per 1,000 adults (non-life)",s_policyholders_B2_nonlife,..,..,..,..,..,..,..,..,..
Italy,ITA,Interoperability of ATM networks and interoperability of POS terminals (0-1),GPSS,..,..,..,..,..,..,..,..,..
Italy,ITA,Made or received digital payments in the past year (% age 15+),g20_t,..,..,..,72.8623,..,..,89.66421,..,..
Italy,ITA,Made or received digital payments in the past year (% age 60+),g20_t_7,..,..,..,66.30121,..,..,93.124,..,..
Italy,ITA,Made or received digital payments in the past year (% ages 15-34),g20_t_5,..,..,..,64.82828,..,..,78.00414,..,..
Italy,ITA,Made or received digital payments in the past year (% ages 35-59),g20_t_6,..,..,..,82.47668,..,..,94.07726,..,..
Italy,ITA,"Made or received digital payments in the past year, female (% age 15+)",g20_t_1,..,..,..,64.20417,..,..,87.35896,..,..
Italy,ITA,"Made or received digital payments in the past year, income, poorest 40% (% age 15+)",g20_t_3,..,..,..,61.86888,..,..,86.39993,..,..
Italy,ITA,"Made or received digital payments in the past year, income, richest 60% (% age 15+)",g20_t_4,..,..,..,80.58611,..,..,91.7281,..,..
Italy,ITA,"Made or received digital payments in the past year, male (% age 15+)",g20_t_2,..,..,..,82.26668,..,..,92.17201,..,..
Italy,ITA,Made payment using a mobile phone or the internet (% age 15+),gf4_n,..,..,..,..,..,..,22.22185,..,..
Italy,ITA,Made payment using a mobile phone or the internet (% age 60+),gf4_n_7,..,..,..,..,..,..,10.09982,..,..
Italy,ITA,Made payment using a mobile phone or the internet (% ages 15-34),gf4_n_5,..,..,..,..,..,..,26.48153,..,..
Italy,ITA,Made payment using a mobile phone or the internet (% ages 35-59),gf4_n_6,..,..,..,..,..,..,28.15643,..,..
Italy,ITA,"Made payment using a mobile phone or the internet, female (% age 15+)",gf4_n_1,..,..,..,..,..,..,17.51159,..,..
Italy,ITA,"Made payment using a mobile phone or the internet, income, poorest 40% (% age 15+)",gf4_n_3,..,..,..,..,..,..,19.55781,..,..
Italy,ITA,"Made payment using a mobile phone or the internet, income, richest 60% (% age 15+)",gf4_n_4,..,..,..,..,..,..,23.90624,..,..
Italy,ITA,"Made payment using a mobile phone or the internet, male (% age 15+)",gf4_n_2,..,..,..,..,..,..,27.34601,..,..
Italy,ITA,Main source of emergency funds: savings (% age 15+),fin25a_t_a_s,..,..,..,46.67568,..,..,48.43082,..,..
Italy,ITA,Main source of emergency funds: savings (% age 60+),fin25a_t_a_s_7,..,..,..,52.23152,..,..,59.5788,..,..
Italy,ITA,Main source of emergency funds: savings (% ages 35-59),fin25a_t_a_s_6,..,..,..,48.43816,..,..,46.69501,..,..
Italy,ITA,"Main source of emergency funds: savings, (% ages 15-34)",fin25a_t_a_s_5,..,..,..,38.13954,..,..,37.4752,..,..
Italy,ITA,"Main source of emergency funds: savings, female  (% age 15+)",fin25a_t_a_s_1,..,..,..,47.27673,..,..,48.36616,..,..
Italy,ITA,"Main source of emergency funds: savings, income, poorest 40% (% age 15+)",fin25a_t_a_s_3,..,..,..,38.50829,..,..,42.6091,..,..
Italy,ITA,"Main source of emergency funds: savings, income, richest 60% (% age 15+)",fin25a_t_a_s_4,..,..,..,50.13589,..,..,50.90176,..,..
Italy,ITA,"Main source of emergency funds: savings, male (% age 15+)",fin25a_t_a_s_2,..,..,..,46.19205,..,..,48.49806,..,..
Italy,ITA,"Mobile agent outlets per 100,000 adults",i_mob_agent_pop_registered,..,..,..,..,..,..,..,..,..
Italy,ITA,"Mobile money transactions per 100,000 adults",i_mob_transactions_number_pop,..,..,..,..,..,..,..,..,..
Italy,ITA,"Outstanding loans per 1,000 adults",s_loans_A1,22.53822,21.79589,20.12796,19.27331,19.11423,18.90076,18.71585,..,..
Italy,ITA,"POS terminals per 100,000 adults",GPSS_4,2809.759,2948.261,3053.767,3525.657,3777.932,..,..,..,..
Italy,ITA,Received wages or government transfers into an account (% age 15+),gf10_n,..,..,..,36.05694,..,..,53.92984,..,..
Italy,ITA,Received wages or government transfers into an account (% age 60+),gf10_n_7,..,..,..,8.987699,..,..,46.80322,..,..
Italy,ITA,Received wages or government transfers into an account (% ages 35-59),gf10_n_6,..,..,..,56.14281,..,..,65.586,..,..
Italy,ITA,"Received wages or government transfers into an account, (% ages 15-34)",gf10_n_5,..,..,..,36.15924,..,..,42.78403,..,..
Italy,ITA,"Received wages or government transfers into an account, female (% age 15+)",gf10_n_1,..,..,..,28.70049,..,..,52.69789,..,..
Italy,ITA,"Received wages or government transfers into an account, income, poorest 40% (% age 15+)",gf10_n_3,..,..,..,30.41324,..,..,51.45268,..,..
Italy,ITA,"Received wages or government transfers into an account, income, richest 60% (% age 15+)",gf10_n_4,..,..,..,40.02212,..,..,55.49607,..,..
Italy,ITA,"Received wages or government transfers into an account, male (% age 15+)",gf10_n_2,..,..,..,44.04746,..,..,55.27005,..,..
Italy,ITA,"Retail cashless transactions per 1,000 adults",GPSS_2,..,..,..,..,..,..,..,..,..
Italy,ITA,Saved at a financial institution (% age 15+),fin17a_t_a,15.47537,..,..,34.0287,..,..,45.30427,..,..
Italy,ITA,Saved at a financial institution (% age 60+),fin17a_t_a_7,9.461495,..,..,21.13452,..,..,40.7535,..,..
Italy,ITA,Saved at a financial institution (% ages 15-34),fin17a_t_a_5,21.35163,..,..,46.03403,..,..,41.34336,..,..
Italy,ITA,Saved at a financial institution (% ages 35-59),fin17a_t_a_6,18.67114,..,..,36.32412,..,..,50.77251,..,..
Italy,ITA,"Saved at a financial institution, female  (% age 15+)",fin17a_t_a_1,12.42344,..,..,23.62118,..,..,39.1451,..,..
Italy,ITA,"Saved at a financial institution, income, poorest 40% (% age 15+)",fin17a_t_a_3,9.749071,..,..,19.55034,..,..,29.2355,..,..
Italy,ITA,"Saved at a financial institution, income, richest 60% (% age 15+)",fin17a_t_a_4,19.26325,..,..,44.20098,..,..,55.464,..,..
Italy,ITA,"Saved at a financial institution, male (% age 15+)",fin17a_t_a_2,19.1958,..,..,45.33327,..,..,52.00465,..,..
Italy,ITA,Saved for old age (% age 15+),fin16_t_a,..,..,..,25.05009,..,..,30.75595,..,..
Italy,ITA,Saved for old age (% age 60+),fin16_t_a_7,..,..,..,27.50942,..,..,42.96254,..,..
Italy,ITA,Saved for old age (% ages 15-34),fin16_t_a_5,..,..,..,19.06247,..,..,13.92072,..,..
Italy,ITA,Saved for old age (% ages 35-59),fin16_t_a_6,..,..,..,26.83896,..,..,31.9738,..,..
Italy,ITA,"Saved for old age, female (% age 15+)",fin16_t_a_1,..,..,..,19.77426,..,..,28.89156,..,..
Italy,ITA,"Saved for old age, income, poorest 40% (% age 15+)",fin16_t_a_3,..,..,..,13.38141,..,..,16.66046,..,..
Italy,ITA,"Saved for old age, income, richest 60% (% age 15+)",fin16_t_a_4,..,..,..,33.24834,..,..,39.66803,..,..
Italy,ITA,"Saved for old age, male (% age 15+)",fin16_t_a_2,..,..,..,30.78067,..,..,32.78416,..,..
Italy,ITA,SME deposit accounts (as a % of non-financial corporation borrowers),i_deposit_acc_A1_sme_perNFC,29.55666,28.94748,28.34986,27.4675,26.49123,25.57499,1.560161,..,..
Italy,ITA,SME loan accounts (as a % of non-financial corporation borrowers),i_loan_acc_A1_sme_perNFC,25.2653,24.42552,24.07621,20.85895,19.18034,18.2767,17.09444,..,..
Italy,ITA,SMEs with a proportion of loans requiring collateral,fin11q2,..,..,..,..,..,..,..,..,..
Italy,ITA,SMEs with an account at a formal financial institution,fin15q2,..,..,..,..,..,..,..,..,..
Italy,ITA,SMEs with an outstanding loan or line of credit,fin14q2,..,..,..,..,..,..,..,..,..
Italy,ITA,SMEs with at least one female owner with a proportion of loans requiring collateral,fin11q1,..,..,..,..,..,..,..,..,..
Italy,ITA,SMEs with at least one female owner with an account at a formal financial institution,fin15q1,..,..,..,..,..,..,..,..,..
Italy,ITA,SMEs with at least one female owner with an outstanding loan or line of credit,fin14q1,..,..,..,..,..,..,..,..,..
Italy,ITA,Used a debit or credit card to make a purchase in the past year (% age 15+),fin4_t_d,..,..,..,57.86064,..,..,78.16558,..,..
Italy,ITA,Used a mobile phone or the internet to check account balance in the past year (% age 15+),fin6_a,..,..,..,..,..,..,61.14538,..,..
Italy,ITA,Used a mobile phone or the internet to check account balance in the past year (% age 60+),fin6_a_7,..,..,..,..,..,..,49.86339,..,..
Italy,ITA,Used a mobile phone or the internet to check account balance in the past year (% ages 15-34),fin6_a_5,..,..,..,..,..,..,65.73328,..,..
Italy,ITA,Used a mobile phone or the internet to check account balance in the past year (% ages 35-59),fin6_a_6,..,..,..,..,..,..,66.34547,..,..
Italy,ITA,"Used a mobile phone or the internet to check account balance in the past year, female  (% age 15+)",fin6_a_1,..,..,..,..,..,..,53.6674,..,..
Italy,ITA,"Used a mobile phone or the internet to check account balance in the past year, income, poorest 40% (% age 15+)",fin6_a_3,..,..,..,..,..,..,54.73252,..,..
Italy,ITA,"Used a mobile phone or the internet to check account balance in the past year, income, richest 60% (% age 15+)",fin6_a_4,..,..,..,..,..,..,65.2,..,..
Italy,ITA,"Used a mobile phone or the internet to check account balance in the past year, male (% age 15+)"",fin6_a_2,..,..,..,..,..,..,69.28045,..,..
Japan,JPN,Access to a mobile phone (% age 15+),gwp1_n,..,..,..,..,..,..,88.54408,..,..
Japan,JPN,Access to a mobile phone (% age 60+),gwp1_n_7,..,..,..,..,..,..,79.01863,..,..
Japan,JPN,Access to a mobile phone (% ages 15-34),gwp1_n_5,..,..,..,..,..,..,97.47776,..,..
Japan,JPN,Access to a mobile phone (% ages 35-59),gwp1_n_6,..,..,..,..,..,..,93.64517,..,..
Japan,JPN,"Access to a mobile phone, female (% age 15+)",gwp1_n_1,..,..,..,..,..,..,87.29957,..,..
Japan,JPN,"Access to a mobile phone, income, poorest 40% (% age 15+)",gwp1_n_3,..,..,..,..,..,..,86.84662,..,..
Japan,JPN,"Access to a mobile phone, income, richest 60% (% age 15+)",gwp1_n_4,..,..,..,..,..,..,89.67514,..,..
Japan,JPN,"Access to a mobile phone, male (% age 15+)",gwp1_n_2,..,..,..,..,..,..,90.03404,..,..
Japan,JPN,Access to internet (% age 15+),gwp2_n,..,..,..,..,..,..,69.97473,..,..
Japan,JPN,Access to internet (% age 60+),gwp2_n_7,..,..,..,..,..,..,34.35794,..,..
Japan,JPN,Access to internet (% ages 15-34),gwp2_n_5,..,..,..,..,..,..,95.71316,..,..
Japan,JPN,Access to internet (% ages 35-59),gwp2_n_6,..,..,..,..,..,..,92.42239,..,..
